,movie,year,imdb,metascore,votes,n_imdb
531,Cold Mountain,2003,7.2,73,128117,72.0
532,Johnny English,2003,6.2,51,125832,62.0
533,Good Bye Lenin!,2003,7.7,68,125164,77.0
534,Scary Movie 3,2003,5.5,49,123022,55.0
535,Bad Santa,2003,7.1,70,122780,71.0
536,The Recruit,2003,6.6,56,121426,66.0
537,Dogville,2003,8.0,60,120172,80.0
538,Monster,2003,7.3,74,119096,73.0
539,The Texas Chainsaw Massacre,2003,6.2,38,118490,62.0
540,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,116659,55.0
541,Matchstick Men,2003,7.3,61,114832,73.0
542,Freaky Friday,2003,6.2,70,109529,62.0
543,Charlie's Angels: Full Throttle,2003,4.9,48,109074,49.0
544,Tears of the Sun,2003,6.6,48,102532,66.0
545,Something's Gotta Give,2003,6.7,66,99647,67.0
546,Freddy vs. Jason,2003,5.8,37,98567,58.0
547,The Life of David Gale,2003,7.6,31,97945,76.0
548,Gothika,2003,5.8,38,97195,58.0
549,Wrong Turn,2003,6.1,32,97073,61.0
550,Paycheck,2003,6.3,43,95706,63.0
551,The Dreamers,2003,7.2,62,94884,72.0
552,Memories of Murder,2003,8.1,82,91160,81.0
553,Shanghai Knights,2003,6.2,58,90157,62.0
554,The Rundown,2003,6.7,59,89881,67.0
555,Cheaper by the Dozen,2003,5.8,46,83503,58.0
556,The Core,2003,5.5,48,83471,55.0
557,Runaway Jury,2003,7.1,61,83022,71.0
558,Intolerable Cruelty,2003,6.3,71,82867,63.0
559,Dreamcatcher,2003,5.5,35,82150,55.0
560,Brother Bear,2003,6.8,48,81462,68.0
561,Elephant,2003,7.2,70,77496,72.0
562,Thirteen,2003,6.8,70,73914,68.0
563,"Spring, Summer, Fall, Winter... and Spring",2003,8.1,85,68911,81.0
564,Mona Lisa Smile,2003,6.5,45,68326,65.0
565,Holes,2003,7.0,71,66690,70.0
566,House of 1000 Corpses,2003,6.1,31,66604,61.0
567,Girl with a Pearl Earring,2003,6.9,72,66004,69.0
568,Ong-Bak: The Thai Warrior,2003,7.2,69,65480,72.0
569,The Room,2003,3.6,9,63788,36.0
570,The Station Agent,2003,7.7,81,62395,77.0
571,Just Married,2003,5.5,28,62252,55.0
572,Love Me If You Dare,2003,7.7,45,61518,77.0
573,Seabiscuit,2003,7.3,72,61497,73.0
574,High Tension,2003,6.8,42,60477,68.0
575,House of Sand and Fog,2003,7.6,71,60296,76.0
576,Open Range,2003,7.5,67,59494,75.0
577,Peter Pan,2003,6.9,64,59285,69.0
578,Timeline,2003,5.6,28,56132,56.0
579,Daddy Day Care,2003,5.5,39,55678,55.0
580,Basic,2003,6.5,34,54245,65.0
581,Kal Ho Naa Ho,2003,8.0,54,54213,80.0
582,"Legally Blonde 2: Red, White & Blonde",2003,4.7,47,53010,47.0
583,What a Girl Wants,2003,5.8,41,52891,58.0
584,Coffee and Cigarettes,2003,7.1,65,52872,71.0
585,Jeepers Creepers II,2003,5.6,36,52083,56.0
586,Out of Time,2003,6.5,63,50722,65.0
587,Duplex,2003,5.9,50,50338,59.0
588,A Tale of Two Sisters,2003,7.2,65,48340,72.0
589,Stuck on You,2003,5.8,62,47686,58.0
590,Secondhand Lions,2003,7.6,52,47031,76.0
591,Open Water,2003,5.7,63,46485,57.0
592,Spy Kids 3: Game Over,2003,4.2,57,46468,42.0
593,The Triplets of Belleville,2003,7.8,91,46205,78.0
594,Bulletproof Monk,2003,5.5,40,44847,55.0
595,American Splendor,2003,7.5,90,44519,75.0
596,The Blind Swordsman: Zatoichi,2003,7.6,75,43741,76.0
597,Gigli,2003,2.4,18,43620,24.0
598,National Security,2003,5.6,31,42708,56.0
599,Sinbad: Legend of the Seven Seas,2003,6.7,48,41930,67.0
600,The Cat in the Hat,2003,3.8,19,41679,38.0
601,A Man Apart,2003,6.1,36,41273,61.0
602,Under the Tuscan Sun,2003,6.8,52,41138,68.0
603,11:14,2003,7.2,65,40815,72.0
604,Honey,2003,5.3,37,39957,53.0
605,The Hunted,2003,6.0,40,39229,60.0
606,Swimming Pool,2003,6.8,70,38110,68.0
607,Cradle 2 the Grave,2003,5.8,36,37905,58.0
608,Down with Love,2003,6.3,52,36295,63.0
609,The Return,2003,8.0,82,36181,80.0
610,The Haunted Mansion,2003,5.0,34,36166,50.0
611,Radio,2003,6.9,38,34731,69.0
612,The Medallion,2003,5.2,38,34231,52.0
613,House of the Dead,2003,2.0,15,33870,20.0
614,Hollywood Homicide,2003,5.3,47,33333,53.0
615,Dumb and Dumberer: When Harry Met Lloyd,2003,3.4,19,32853,34.0
616,Evil,2003,7.8,61,32682,78.0
617,Bringing Down the House,2003,5.6,39,32183,56.0
618,Uptown Girls,2003,6.1,33,31877,61.0
619,Confidence,2003,6.7,59,31735,67.0
620,The Lizzie McGuire Movie,2003,5.4,56,31374,54.0
621,Shattered Glass,2003,7.2,73,30867,72.0
622,The Cooler,2003,7.0,69,30122,70.0
623,Touching the Void,2003,8.1,82,30059,81.0
624,The Missing,2003,6.5,55,29940,65.0
625,Agent Cody Banks,2003,5.1,41,29620,51.0
626,Looney Tunes: Back in Action,2003,5.7,64,28414,57.0
627,Darkness Falls,2003,5.0,23,27898,50.0
628,Anything Else,2003,6.4,43,27453,64.0
629,The Human Stain,2003,6.3,57,27242,63.0
630,The Barbarian Invasions,2003,7.7,70,26365,77.0
631,Kangaroo Jack,2003,4.4,16,26004,44.0
632,Beyond Borders,2003,6.5,32,24502,65.0
633,From Justin to Kelly,2003,2.1,14,24169,21.0
634,Tokyo Godfathers,2003,7.9,73,24104,79.0
635,A Mighty Wind,2003,7.3,81,23746,73.0
636,Ned Kelly,2003,6.5,56,23546,65.0
637,View from the Top,2003,5.2,27,23172,52.0
638,My Life Without Me,2003,7.6,57,22587,76.0
639,Kontroll,2003,7.7,72,22016,77.0
640,Capturing the Friedmans,2003,7.8,90,21437,78.0
641,The United States of Leland,2003,7.1,37,21401,71.0
642,Calendar Girls,2003,6.9,60,21041,69.0
643,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,8.2,87,20902,82.0
644,In the Cut,2003,5.3,46,19898,53.0
645,Wonderland,2003,6.6,43,19867,66.0
646,Cold Creek Manor,2003,4.9,37,19564,49.0
647,The Corporation,2003,8.1,73,19224,81.0
648,Code 46,2003,6.2,57,19038,62.0
649,Saints and Soldiers,2003,6.8,56,18892,68.0
650,Pieces of April,2003,7.1,70,18877,71.0
651,The Best of Youth,2003,8.5,89,18298,85.0
652,Veronica Guerin,2003,6.9,55,17501,69.0
653,Malibu's Most Wanted,2003,5.1,43,17122,51.0
654,The Green Butchers,2003,7.3,54,16851,73.0
655,Head of State,2003,5.4,44,16594,54.0
656,Willard,2003,6.2,61,16181,62.0
657,The Order,2003,5.2,21,15929,52.0
658,Latter Days,2003,7.1,45,15701,71.0
659,Carandiru,2003,7.6,71,15686,76.0
660,A Guy Thing,2003,5.6,27,15383,56.0
661,One Missed Call,2003,6.2,54,15365,62.0
662,Eternal Sunshine of the Spotless Mind,2004,8.3,89,777458,83.0
663,Kill Bill: Vol. 2,2004,8.0,83,580100,80.0
664,Million Dollar Baby,2004,8.1,86,558418,81.0
665,The Incredibles,2004,8.0,90,554680,80.0
666,Spider-Man 2,2004,7.3,83,472410,73.0
667,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,452592,79.0
668,The Notebook,2004,7.9,53,448649,79.0
669,Shaun of the Dead,2004,7.9,76,446310,79.0
670,"I, Robot",2004,7.1,59,441883,71.0
671,Troy,2004,7.2,56,430613,72.0
672,The Butterfly Effect,2004,7.7,30,402279,77.0
673,The Bourne Supremacy,2004,7.8,73,392138,78.0
674,Crash,2004,7.8,69,389780,78.0
675,The Day After Tomorrow,2004,6.4,47,368844,64.0
676,Shrek 2,2004,7.2,75,357736,72.0
677,The Terminal,2004,7.3,55,346415,73.0
678,Saw,2004,7.6,46,337274,76.0
679,Collateral,2004,7.5,71,321992,75.0
680,Ocean's Twelve,2004,6.5,58,317581,65.0
681,The Machinist,2004,7.7,61,316225,77.0
682,Hotel Rwanda,2004,8.1,79,301282,81.0
683,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,296193,72.0
684,The Aviator,2004,7.5,77,294652,75.0
685,Man on Fire,2004,7.7,47,294243,77.0
686,50 First Dates,2004,6.8,48,292802,68.0
687,Downfall,2004,8.2,82,289444,82.0
688,Mean Girls,2004,7.0,66,283830,70.0
689,National Treasure,2004,6.9,39,276580,69.0
690,Hellboy,2004,6.9,72,272690,69.0
691,Howl's Moving Castle,2004,8.2,80,262807,82.0
692,Meet the Fockers,2004,6.3,41,230503,63.0
693,Van Helsing,2004,6.1,35,219538,61.0
694,The Village,2004,6.5,44,216208,65.0
695,Dawn of the Dead,2004,7.3,59,212896,73.0
696,Dodgeball: A True Underdog Story,2004,6.7,55,205154,67.0
697,The Chronicles of Riddick,2004,6.7,38,198488,67.0
698,Garden State,2004,7.5,67,197883,75.0
699,Before Sunset,2004,8.1,90,195003,81.0
700,The Passion of the Christ,2004,7.2,47,194922,72.0
701,Finding Neverland,2004,7.7,67,186364,77.0
702,The Girl Next Door,2004,6.7,47,184774,67.0
703,Closer,2004,7.3,65,183644,73.0
704,A Series of Unfortunate Events,2004,6.8,62,178421,68.0
705,Napoleon Dynamite,2004,6.9,64,176984,69.0
706,EuroTrip,2004,6.6,45,176898,66.0
707,Resident Evil: Apocalypse,2004,6.2,35,169472,62.0
708,Harold & Kumar Go to White Castle,2004,7.1,64,167392,71.0
709,Sideways,2004,7.5,94,164075,75.0
710,AVP: Alien vs. Predator,2004,5.6,29,163743,56.0
711,Secret Window,2004,6.6,46,162891,66.0
712,The Life Aquatic with Steve Zissou,2004,7.3,62,158507,73.0
713,Alexander,2004,5.6,39,149899,56.0
714,Blade: Trinity,2004,5.9,38,149020,59.0
715,Shark Tale,2004,6.0,48,147743,60.0
716,King Arthur,2004,6.3,46,147696,63.0
717,Layer Cake,2004,7.4,73,146626,74.0
718,Team America: World Police,2004,7.2,64,146445,72.0
719,The Polar Express,2004,6.6,61,143735,66.0
720,13 Going on 30,2004,6.1,57,139319,61.0
721,The Punisher,2004,6.5,33,137333,65.0
722,Starsky & Hutch,2004,6.1,55,128227,61.0
723,The Grudge,2004,5.9,49,126974,59.0
724,Ray,2004,7.7,73,122472,77.0
725,Fahrenheit 9/11,2004,7.5,67,119518,75.0
726,Along Came Polly,2004,5.9,44,114893,59.0
727,White Chicks,2004,5.5,41,112425,55.0
728,Kung Fu Hustle,2004,7.8,78,110827,78.0
729,The Phantom of the Opera,2004,7.3,40,105939,73.0
730,House of Flying Daggers,2004,7.6,89,99388,76.0
731,Catwoman,2004,3.3,27,96652,33.0
732,The Manchurian Candidate,2004,6.6,76,93950,66.0
733,Super Size Me,2004,7.2,73,92873,72.0
734,The Ladykillers,2004,6.2,56,90918,62.0
735,Bridget Jones: The Edge of Reason,2004,6.0,44,90137,60.0
736,The Motorcycle Diaries,2004,7.8,75,89440,78.0
737,Primer,2004,6.9,68,85340,69.0
738,Cellular,2004,6.5,60,84859,65.0
739,Sky Captain and the World of Tomorrow,2004,6.1,64,77003,61.0
740,Around the World in 80 Days,2004,5.8,49,76061,58.0
741,Hidalgo,2004,6.7,54,72011,67.0
742,Taking Lives,2004,6.2,38,71687,62.0
743,Spanglish,2004,6.4,48,71348,64.0
744,A Cinderella Story,2004,5.9,25,71271,59.0
745,The Sea Inside,2004,8.0,74,70608,80.0
746,Garfield,2004,5.0,27,68183,50.0
747,The SpongeBob SquarePants Movie,2004,7.0,66,67165,70.0
748,A Very Long Engagement,2004,7.7,76,66765,77.0
749,The Princess Diaries 2: Royal Engagement,2004,5.8,43,62892,58.0
750,Mysterious Skin,2004,7.7,73,61192,77.0
751,District B13,2004,7.2,70,60742,72.0
752,The Forgotten,2004,5.8,43,60649,58.0
753,I Heart Huckabees,2004,6.7,55,59422,67.0
754,Walking Tall,2004,6.2,44,59322,62.0
755,Jersey Girl,2004,6.2,43,58606,62.0
756,Wimbledon,2004,6.3,59,55364,63.0
757,Ella Enchanted,2004,6.3,53,54240,63.0
758,The Stepford Wives,2004,5.3,42,53887,53.0
759,Mindhunters,2004,6.4,33,53595,64.0
760,Friday Night Lights,2004,7.3,70,52237,73.0
761,Ladder 49,2004,6.5,47,51349,65.0
762,In Good Company,2004,6.5,66,50999,65.0
763,The Chorus,2004,7.9,56,49922,79.0
764,Night Watch,2004,6.5,58,49699,65.0
765,Bad Education,2004,7.5,81,49688,75.0
766,The Whole Ten Yards,2004,5.5,24,49629,55.0
767,Wicker Park,2004,7.0,40,48741,70.0
768,Flight of the Phoenix,2004,6.1,47,48545,61.0
769,Alfie,2004,6.2,49,46976,62.0
770,Head-On,2004,8.0,78,45386,80.0
771,2046,2004,7.5,78,45365,75.0
772,Kinsey,2004,7.1,79,44995,71.0
773,Dead Man's Shoes,2004,7.7,52,44210,77.0
774,3-Iron,2004,8.1,72,43193,81.0
775,Veer-Zaara,2004,7.9,67,42327,79.0
776,Saved!,2004,6.8,62,42273,68.0
777,Miracle,2004,7.5,68,41362,75.0
778,After the Sunset,2004,6.3,38,41107,63.0
779,Without a Paddle,2004,5.9,29,40191,59.0
780,Scooby-Doo 2: Monsters Unleashed,2004,5.0,34,39328,50.0
781,Shall We Dance,2004,6.1,47,39117,61.0
782,Taxi,2004,4.5,27,36324,45.0
783,The Prince and Me,2004,5.9,47,34686,59.0
784,Tae Guk Gi: The Brotherhood of War,2004,8.1,64,34686,81.0
785,Christmas with the Kranks,2004,5.3,22,33763,53.0
786,Raising Helen,2004,6.0,38,33165,60.0
787,Seed of Chucky,2004,4.9,46,33019,49.0
788,The Libertine,2004,6.4,44,32939,64.0
789,Chasing Liberty,2004,6.1,46,32867,61.0
790,Ghost in the Shell 2: Innocence,2004,7.6,66,32276,76.0
791,Maria Full of Grace,2004,7.5,87,32152,75.0
792,The Merchant of Venice,2004,7.1,63,32066,71.0
793,Birth,2004,6.1,50,32007,61.0
794,Exorcist: The Beginning,2004,5.1,30,30657,51.0
795,The Woodsman,2004,7.2,72,29636,72.0
796,Melinda and Melinda,2004,6.5,54,29151,65.0
797,The Edukators,2004,7.5,68,28981,75.0
798,The Final Cut,2004,6.2,43,28765,62.0
799,Mean Creek,2004,7.3,74,28537,73.0
800,Envy,2004,4.8,31,28073,48.0
801,Spartan,2004,6.6,60,27805,66.0
802,Superbabies: Baby Geniuses 2,2004,2.0,9,27702,20.0
803,Club Dread,2004,5.7,45,25960,57.0
804,Torque,2004,4.0,41,25225,40.0
805,Confessions of a Teenage Drama Queen,2004,4.6,33,25198,46.0
806,Anacondas: The Hunt for the Blood Orchid,2004,4.6,40,24856,46.0
807,Raise Your Voice,2004,5.9,33,24653,59.0
808,Win a Date with Tad Hamilton!,2004,5.6,52,24588,56.0
809,You Got Served,2004,3.6,37,24443,36.0
810,Dirty Dancing: Havana Nights,2004,6.0,39,24293,60.0
811,The Assassination of Richard Nixon,2004,7.0,63,24272,70.0
812,Godsend,2004,4.8,24,23511,48.0
813,A Love Song for Bobby Long,2004,7.2,48,23479,72.0
814,Millions,2004,6.9,74,23183,69.0
815,Vera Drake,2004,7.7,83,21767,77.0
816,The Perfect Score,2004,5.7,35,21430,57.0
817,Laws of Attraction,2004,5.9,38,20334,59.0
818,Dear Frankie,2004,7.8,63,19962,78.0
819,Soul Plane,2004,4.4,33,19713,44.0
820,9 Songs,2004,4.8,43,19658,48.0
821,Nobody Knows,2004,8.1,88,19650,81.0
822,Surviving Christmas,2004,5.4,19,19634,54.0
823,New York Minute,2004,4.9,33,19420,49.0
824,First Daughter,2004,5.0,31,19068,50.0
825,Vanity Fair,2004,6.2,53,18653,62.0
826,Bride & Prejudice,2004,6.2,55,18574,62.0
827,Batman Begins,2005,8.3,70,1130403,83.0
828,V for Vendetta,2005,8.2,62,909079,82.0
829,Sin City,2005,8.0,74,701116,80.0
830,Star Wars: Episode III - Revenge of the Sith,2005,7.6,68,606699,76.0
831,Harry Potter and the Goblet of Fire,2005,7.7,81,453633,77.0
832,Mr. & Mrs. Smith,2005,6.5,55,395625,65.0
833,War of the Worlds,2005,6.5,73,370806,65.0
834,Charlie and the Chocolate Factory,2005,6.7,72,367558,67.0
835,King Kong,2005,7.2,81,351783,72.0
836,The 40-Year-Old Virgin,2005,7.1,73,346987,71.0
837,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,323124,69.0
838,Madagascar,2005,6.9,57,308793,69.0
839,Wedding Crashers,2005,7.0,64,303777,70.0
840,Fantastic Four,2005,5.7,40,287982,57.0
841,Brokeback Mountain,2005,7.7,87,287026,77.0
842,The Island,2005,6.9,50,281717,69.0
843,Lord of War,2005,7.6,62,269195,76.0
844,Hitch,2005,6.6,58,268269,66.0
845,Constantine,2005,7.0,50,263625,70.0
846,Serenity,2005,7.9,74,261180,79.0
847,Kingdom of Heaven,2005,7.2,63,240986,72.0
848,Pride & Prejudice,2005,7.8,82,218413,78.0
849,Corpse Bride,2005,7.4,83,213726,74.0
850,Saw II,2005,6.6,40,209695,66.0
851,Walk the Line,2005,7.9,72,204600,79.0
852,A History of Violence,2005,7.5,81,204107,75.0
853,Thank You for Smoking,2005,7.6,71,202206,76.0
854,Kiss Kiss Bang Bang,2005,7.6,72,195246,76.0
855,Munich,2005,7.6,74,192359,76.0
856,Match Point,2005,7.7,72,184723,77.0
857,The Descent,2005,7.2,71,176101,72.0
858,Transporter 2,2005,6.3,56,172945,63.0
859,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,170885,68.0
860,Cinderella Man,2005,8.0,69,161319,80.0
861,Jarhead,2005,7.0,58,156911,70.0
862,Hostel,2005,5.9,55,153037,59.0
863,The Longest Yard,2005,6.4,48,144642,64.0
864,Hard Candy,2005,7.1,58,142791,71.0
865,Flightplan,2005,6.3,53,138349,63.0
866,Green Street Hooligans,2005,7.5,55,129691,75.0
867,Memoirs of a Geisha,2005,7.4,54,128000,74.0
868,The Constant Gardener,2005,7.4,82,121105,74.0
869,Fun with Dick and Jane,2005,6.1,47,120870,61.0
870,Four Brothers,2005,6.9,49,120641,69.0
871,Syriana,2005,6.9,76,117482,69.0
872,Æon Flux,2005,5.5,36,116852,55.0
873,Robots,2005,6.3,64,116516,63.0
874,Capote,2005,7.4,88,112431,74.0
875,The Curse of the Were-Rabbit,2005,7.5,87,110139,75.0
876,The Brothers Grimm,2005,5.9,51,107129,59.0
877,The Exorcism of Emily Rose,2005,6.7,46,106907,67.0
878,Coach Carter,2005,7.3,57,105227,73.0
879,House of Wax,2005,5.3,41,103697,53.0
880,Red Eye,2005,6.5,71,101995,65.0
881,The Jacket,2005,7.1,44,100749,71.0
882,Hostage,2005,6.6,44,99715,66.0
883,The Skeleton Key,2005,6.5,47,96318,65.0
884,Doom,2005,5.2,34,95286,52.0
885,The Amityville Horror,2005,6.0,33,94802,60.0
886,Just Friends,2005,6.2,47,92605,62.0
887,Brick,2005,7.4,72,92103,74.0
888,Unleashed,2005,7.0,58,91604,70.0
889,The Interpreter,2005,6.4,62,91163,64.0
890,Just Like Heaven,2005,6.7,47,89949,67.0
891,Broken Flowers,2005,7.2,79,89136,72.0
892,"Good Night, and Good Luck.",2005,7.5,80,88432,75.0
893,Land of the Dead,2005,6.2,71,84607,62.0
894,Sahara,2005,6.0,41,83898,60.0
895,The Devil's Rejects,2005,6.9,53,83037,69.0
896,The Ring Two,2005,5.4,44,81704,54.0
897,The Legend of Zorro,2005,5.9,47,81546,59.0
898,Revolver,2005,6.5,25,81406,65.0
899,Waiting...,2005,6.8,30,81198,68.0
900,Zathura: A Space Adventure,2005,6.2,67,79442,62.0
901,Elektra,2005,4.7,34,78742,47.0
902,The New World,2005,6.7,69,76576,67.0
903,The Pacifier,2005,5.6,30,76348,56.0
904,Hide and Seek,2005,5.9,35,75926,59.0
905,Chicken Little,2005,5.8,48,73945,58.0
906,The Weather Man,2005,6.6,61,73104,66.0
907,The Dukes of Hazzard,2005,5.1,33,70702,51.0
908,Assault on Precinct 13,2005,6.3,54,69342,63.0
909,Sky High,2005,6.2,62,69047,62.0
910,Into the Blue,2005,5.8,45,68139,58.0
911,Stay,2005,6.9,41,67841,69.0
912,The Squid and the Whale,2005,7.4,82,67374,74.0
913,Derailed,2005,6.6,40,66489,66.0
914,Caché,2005,7.3,83,63235,73.0
915,Bewitched,2005,4.8,34,63196,48.0
916,Be Cool,2005,5.7,37,63110,57.0
917,A Lot Like Love,2005,6.6,48,62743,66.0
918,Elizabethtown,2005,6.4,45,62672,64.0
919,Lady Vengeance,2005,7.6,75,61398,76.0
920,Wolf Creek,2005,6.3,54,61199,63.0
921,Domino,2005,6.0,36,61157,60.0
922,xXx: State of the Union,2005,4.4,37,61019,44.0
923,Miss Congeniality 2: Armed & Fabulous,2005,5.1,34,59327,51.0
924,Harsh Times,2005,6.9,56,58574,69.0
925,Nanny McPhee,2005,6.6,59,57916,66.0
926,Goal! The Dream Begins,2005,6.7,53,55442,67.0
927,In Her Shoes,2005,6.5,60,55424,65.0
928,Dark Water,2005,5.6,52,54689,56.0
929,The Family Stone,2005,6.3,56,54115,63.0
930,Everything Is Illuminated,2005,7.5,58,53858,75.0
931,March of the Penguins,2005,7.6,79,51637,76.0
932,Hoodwinked!,2005,6.5,45,50610,65.0
933,Monster-in-Law,2005,5.5,31,49319,55.0
934,The Sisterhood of the Traveling Pants,2005,6.5,66,48986,65.0
935,Stealth,2005,5.0,35,48314,50.0
936,Cheaper by the Dozen 2,2005,5.5,34,48126,55.0
937,Casanova,2005,6.5,57,47995,65.0
938,Lords of Dogtown,2005,7.1,56,47805,71.0
939,The World's Fastest Indian,2005,7.8,68,47634,78.0
940,Son of the Mask,2005,2.2,20,46702,22.0
941,Grizzly Man,2005,7.8,87,46421,78.0
942,The Proposition,2005,7.4,73,46000,74.0
943,Rumor Has It...,2005,5.5,35,45986,55.0
944,Rent,2005,7.0,53,45021,70.0
945,Deuce Bigalow: European Gigolo,2005,4.6,23,44398,46.0
946,White Noise,2005,5.5,30,44374,55.0
947,The Wedding Date,2005,6.1,32,43153,61.0
948,The Matador,2005,6.8,65,42043,68.0
949,Herbie Fully Loaded,2005,4.8,47,40447,48.0
950,Adam's Apples,2005,7.8,51,40143,78.0
951,Get Rich or Die Tryin',2005,5.2,45,39946,52.0
952,Two for the Money,2005,6.2,50,39763,62.0
953,Proof,2005,6.8,64,39733,68.0
954,Alone in the Dark,2005,2.3,9,39597,23.0
955,Fever Pitch,2005,6.2,56,38936,62.0
956,Transamerica,2005,7.4,66,38314,74.0
957,The Producers,2005,6.4,52,37530,64.0
958,Prime,2005,6.2,58,37360,62.0
959,Guess Who,2005,5.9,49,36889,59.0
960,Three Burials,2005,7.4,77,36164,74.0
961,North Country,2005,7.3,68,35808,73.0
962,Hustle & Flow,2005,7.4,68,35808,74.0
963,Me and You and Everyone We Know,2005,7.3,76,32944,73.0
964,The Ringer,2005,5.8,46,32939,58.0
965,Kicking & Screaming,2005,5.6,45,32754,56.0
966,The Protector,2005,7.1,52,32492,71.0
967,BloodRayne,2005,2.9,18,31964,29.0
968,The Fog,2005,3.6,27,31729,36.0
969,The Cave,2005,5.1,30,31568,51.0
970,Keeping Mum,2005,6.8,53,30567,68.0
971,C.R.A.Z.Y.,2005,8.0,81,29422,80.0
972,Tideland,2005,6.5,26,29100,65.0
973,Angel-A,2005,7.1,48,28979,71.0
974,Must Love Dogs,2005,5.9,46,28327,59.0
975,Cursed,2005,5.0,31,28052,50.0
976,Oliver Twist,2005,6.9,65,28052,69.0
977,Boogeyman,2005,4.2,32,27895,42.0
978,Feast,2005,6.4,43,27318,64.0
979,An Unfinished Life,2005,7.0,49,26299,70.0
980,Tsotsi,2005,7.3,70,26260,73.0
981,Imagine Me & You,2005,6.8,49,26135,68.0
982,The Perfect Man,2005,5.5,27,25734,55.0
983,Are We There Yet?,2005,4.6,27,25488,46.0
984,The Greatest Game Ever Played,2005,7.5,55,24735,75.0
985,Joyeux Noel,2005,7.8,70,24501,78.0
986,Cry Wolf,2005,5.9,39,24300,59.0
987,Sophie Scholl: The Final Days,2005,7.6,76,24271,76.0
988,The Adventures of Sharkboy and Lavagirl 3-D,2005,3.5,38,24188,35.0
989,"Yours, Mine & Ours",2005,5.4,38,23973,54.0
990,An American Haunting,2005,5.0,38,23309,50.0
991,The Man,2005,5.6,33,23190,56.0
992,Shopgirl,2005,6.4,62,22307,64.0
993,Ice Princess,2005,6.0,55,22041,60.0
994,The Ice Harvest,2005,6.3,62,21852,63.0
995,Mirrormask,2005,6.9,55,21304,69.0
996,Man of the House,2005,5.4,35,21226,54.0
997,The Departed,2006,8.5,85,1013943,85.0
998,The Prestige,2006,8.5,66,1000956,85.0
999,300,2006,7.7,52,667705,77.0
1000,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,587549,73.0
1001,Pan's Labyrinth,2006,8.2,98,543652,82.0
1002,Casino Royale,2006,8.0,80,518876,80.0
1003,Blood Diamond,2006,8.0,64,445200,80.0
1004,X-Men: The Last Stand,2006,6.7,58,430956,67.0
1005,Children of Men,2006,7.9,84,406282,79.0
1006,Little Miss Sunshine,2006,7.8,80,394086,78.0
1007,The Pursuit of Happyness,2006,8.0,64,385835,80.0
1008,The Da Vinci Code,2006,6.6,46,356884,66.0
1009,The Illusionist,2006,7.6,68,326758,76.0
1010,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,321391,73.0
1011,The Devil Wears Prada,2006,6.9,62,320989,69.0
1012,Cars,2006,7.1,73,305178,71.0
1013,The Lives of Others,2006,8.4,89,304531,84.0
1014,Inside Man,2006,7.6,76,300369,76.0
1015,Mission: Impossible III,2006,6.9,66,285269,69.0
1016,Lucky Number Slevin,2006,7.8,53,282069,78.0
1017,Click,2006,6.4,45,272394,64.0
1018,Night at the Museum,2006,6.4,48,270166,64.0
1019,Deja Vu,2006,7.1,59,265730,71.0
1020,Babel,2006,7.5,69,265046,75.0
1021,Apocalypto,2006,7.8,68,260851,78.0
1022,Superman Returns,2006,6.1,72,254844,61.0
1023,Ice Age: The Meltdown,2006,6.8,58,221332,68.0
1024,Crank,2006,7.0,57,214404,70.0
1025,Perfume: The Story of a Murderer,2006,7.5,56,210438,75.0
1026,The Fountain,2006,7.3,51,209903,73.0
1027,The Fast and the Furious: Tokyo Drift,2006,6.0,45,207517,60.0
1028,The Holiday,2006,6.9,52,207475,69.0
1029,Stranger Than Fiction,2006,7.6,67,201859,76.0
1030,Silent Hill,2006,6.6,31,195544,66.0
1031,Rocky Balboa,2006,7.2,63,180531,72.0
1032,Underworld: Evolution,2006,6.7,36,174347,67.0
1033,The Last King of Scotland,2006,7.7,74,159980,77.0
1034,Saw III,2006,6.2,48,159748,62.0
1035,Happy Feet,2006,6.5,77,150221,65.0
1036,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,146073,66.0
1037,The Hills Have Eyes,2006,6.4,52,143645,64.0
1038,Letters from Iwo Jima,2006,7.9,89,142460,79.0
1039,Over the Hedge,2006,6.7,67,141176,67.0
1040,She's the Man,2006,6.4,45,130522,64.0
1041,Smokin' Aces,2006,6.7,45,128486,67.0
1042,The Lake House,2006,6.8,52,124780,68.0
1043,Idiocracy,2006,6.6,66,123977,66.0
1044,Snakes on a Plane,2006,5.5,58,122880,55.0
1045,Clerks II,2006,7.4,65,121718,74.0
1046,16 Blocks,2006,6.6,63,119029,66.0
1047,Final Destination 3,2006,5.8,41,114906,58.0
1048,Eragon,2006,5.1,38,114727,51.0
1049,Accepted,2006,6.5,47,113548,65.0
1050,The Break-Up,2006,5.8,45,111969,58.0
1051,Flags of our Fathers,2006,7.1,79,108813,71.0
1052,This Is England,2006,7.7,86,106938,77.0
